item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
36,hated,embed,local,1,b,none,none,customer,mechanic,hurt,himself,The customer that the mechanic hated hurt himself . <eos>,The customer that the mechanic hated hurt himself .
36,hated,embed,local,1,c,none,none,banker,customer,hurt,himself,The banker that the customer hated hurt himself . <eos>,The banker that the customer hated hurt himself .
36,hated,embed,local,1,d,none,none,customer,banker,hurt,himself,The customer that the banker hated hurt himself . <eos>,The customer that the banker hated hurt himself .
36,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,hurt,himself,The mechanics that the customer hated hurt himself . <eos>,The mechanics that the customer hated hurt himself .
36,hated,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,hurt,himself,The customers that the mechanic hated hurt himself . <eos>,The customers that the mechanic hated hurt himself .
36,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,hurt,himself,The bankers that the customer hated hurt himself . <eos>,The bankers that the customer hated hurt himself .
36,hated,embed,nonlocal,0,d,matrix_subj,number,customers,banker,hurt,himself,The customers that the banker hated hurt himself . <eos>,The customers that the banker hated hurt himself .
36,hated,embed,local,1,a,rc_subj,number,mechanic,customers,hurt,himself,The mechanic that the customers hated hurt himself . <eos>,The mechanic that the customers hated hurt himself .
36,hated,embed,local,1,b,rc_subj,number,customer,mechanics,hurt,himself,The customer that the mechanics hated hurt himself . <eos>,The customer that the mechanics hated hurt himself .
36,hated,embed,local,1,c,rc_subj,number,banker,customers,hurt,himself,The banker that the customers hated hurt himself . <eos>,The banker that the customers hated hurt himself .
36,hated,embed,local,1,d,rc_subj,number,customer,bankers,hurt,himself,The customer that the bankers hated hurt himself . <eos>,The customer that the bankers hated hurt himself .
37,hated,embed,local,1,a,none,none,mechanic,customer,injured,himself,The mechanic that the customer hated injured himself . <eos>,The mechanic that the customer hated injured himself .
37,hated,embed,local,1,b,none,none,customer,mechanic,injured,himself,The customer that the mechanic hated injured himself . <eos>,The customer that the mechanic hated injured himself .
37,hated,embed,local,1,c,none,none,banker,customer,injured,himself,The banker that the customer hated injured himself . <eos>,The banker that the customer hated injured himself .
37,hated,embed,local,1,d,none,none,customer,banker,injured,himself,The customer that the banker hated injured himself . <eos>,The customer that the banker hated injured himself .
37,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,injured,himself,The mechanics that the customer hated injured himself . <eos>,The mechanics that the customer hated injured himself .
37,hated,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,injured,himself,The customers that the mechanic hated injured himself . <eos>,The customers that the mechanic hated injured himself .
37,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,injured,himself,The bankers that the customer hated injured himself . <eos>,The bankers that the customer hated injured himself .
37,hated,embed,nonlocal,0,d,matrix_subj,number,customers,banker,injured,himself,The customers that the banker hated injured himself . <eos>,The customers that the banker hated injured himself .
37,hated,embed,local,1,a,rc_subj,number,mechanic,customers,injured,himself,The mechanic that the customers hated injured himself . <eos>,The mechanic that the customers hated injured himself .
37,hated,embed,local,1,b,rc_subj,number,customer,mechanics,injured,himself,The customer that the mechanics hated injured himself . <eos>,The customer that the mechanics hated injured himself .
37,hated,embed,local,1,c,rc_subj,number,banker,customers,injured,himself,The banker that the customers hated injured himself . <eos>,The banker that the customers hated injured himself .
37,hated,embed,local,1,d,rc_subj,number,customer,bankers,injured,himself,The customer that the bankers hated injured himself . <eos>,The customer that the bankers hated injured himself .
38,hated,embed,local,1,a,none,none,mechanic,customer,congratulated,himself,The mechanic that the customer hated congratulated himself . <eos>,The mechanic that the customer hated congratulated himself .
38,hated,embed,local,1,b,none,none,customer,mechanic,congratulated,himself,The customer that the mechanic hated congratulated himself . <eos>,The customer that the mechanic hated congratulated himself .
38,hated,embed,local,1,c,none,none,banker,customer,congratulated,himself,The banker that the customer hated congratulated himself . <eos>,The banker that the customer hated congratulated himself .
38,hated,embed,local,1,d,none,none,customer,banker,congratulated,himself,The customer that the banker hated congratulated himself . <eos>,The customer that the banker hated congratulated himself .
38,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,congratulated,himself,The mechanics that the customer hated congratulated himself . <eos>,The mechanics that the customer hated congratulated himself .
38,hated,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,congratulated,himself,The customers that the mechanic hated congratulated himself . <eos>,The customers that the mechanic hated congratulated himself .
38,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,congratulated,himself,The bankers that the customer hated congratulated himself . <eos>,The bankers that the customer hated congratulated himself .
38,hated,embed,nonlocal,0,d,matrix_subj,number,customers,banker,congratulated,himself,The customers that the banker hated congratulated himself . <eos>,The customers that the banker hated congratulated himself .
38,hated,embed,local,1,a,rc_subj,number,mechanic,customers,congratulated,himself,The mechanic that the customers hated congratulated himself . <eos>,The mechanic that the customers hated congratulated himself .
38,hated,embed,local,1,b,rc_subj,number,customer,mechanics,congratulated,himself,The customer that the mechanics hated congratulated himself . <eos>,The customer that the mechanics hated congratulated himself .
38,hated,embed,local,1,c,rc_subj,number,banker,customers,congratulated,himself,The banker that the customers hated congratulated himself . <eos>,The banker that the customers hated congratulated himself .
38,hated,embed,local,1,d,rc_subj,number,customer,bankers,congratulated,himself,The customer that the bankers hated congratulated himself . <eos>,The customer that the bankers hated congratulated himself .
39,hated,embed,local,1,a,none,none,mechanic,customer,embarrassed,himself,The mechanic that the customer hated embarrassed himself . <eos>,The mechanic that the customer hated embarrassed himself .
39,hated,embed,local,1,b,none,none,customer,mechanic,embarrassed,himself,The customer that the mechanic hated embarrassed himself . <eos>,The customer that the mechanic hated embarrassed himself .
39,hated,embed,local,1,c,none,none,banker,customer,embarrassed,himself,The banker that the customer hated embarrassed himself . <eos>,The banker that the customer hated embarrassed himself .
39,hated,embed,local,1,d,none,none,customer,banker,embarrassed,himself,The customer that the banker hated embarrassed himself . <eos>,The customer that the banker hated embarrassed himself .
39,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,embarrassed,himself,The mechanics that the customer hated embarrassed himself . <eos>,The mechanics that the customer hated embarrassed himself .
39,hated,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,embarrassed,himself,The customers that the mechanic hated embarrassed himself . <eos>,The customers that the mechanic hated embarrassed himself .
39,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,embarrassed,himself,The bankers that the customer hated embarrassed himself . <eos>,The bankers that the customer hated embarrassed himself .
39,hated,embed,nonlocal,0,d,matrix_subj,number,customers,banker,embarrassed,himself,The customers that the banker hated embarrassed himself . <eos>,The customers that the banker hated embarrassed himself .
39,hated,embed,local,1,a,rc_subj,number,mechanic,customers,embarrassed,himself,The mechanic that the customers hated embarrassed himself . <eos>,The mechanic that the customers hated embarrassed himself .
39,hated,embed,local,1,b,rc_subj,number,customer,mechanics,embarrassed,himself,The customer that the mechanics hated embarrassed himself . <eos>,The customer that the mechanics hated embarrassed himself .
39,hated,embed,local,1,c,rc_subj,number,banker,customers,embarrassed,himself,The banker that the customers hated embarrassed himself . <eos>,The banker that the customers hated embarrassed himself .
39,hated,embed,local,1,d,rc_subj,number,customer,bankers,embarrassed,himself,The customer that the bankers hated embarrassed himself . <eos>,The customer that the bankers hated embarrassed himself .
40,hated,embed,local,1,a,none,none,mechanic,customer,disguised,himself,The mechanic that the customer hated disguised himself . <eos>,The mechanic that the customer hated disguised himself .
40,hated,embed,local,1,b,none,none,customer,mechanic,disguised,himself,The customer that the mechanic hated disguised himself . <eos>,The customer that the mechanic hated disguised himself .
40,hated,embed,local,1,c,none,none,banker,customer,disguised,himself,The banker that the customer hated disguised himself . <eos>,The banker that the customer hated disguised himself .
40,hated,embed,local,1,d,none,none,customer,banker,disguised,himself,The customer that the banker hated disguised himself . <eos>,The customer that the banker hated disguised himself .
40,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,disguised,himself,The mechanics that the customer hated disguised himself . <eos>,The mechanics that the customer hated disguised himself .
40,hated,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,disguised,himself,The customers that the mechanic hated disguised himself . <eos>,The customers that the mechanic hated disguised himself .
40,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,disguised,himself,The bankers that the customer hated disguised himself . <eos>,The bankers that the customer hated disguised himself .
40,hated,embed,nonlocal,0,d,matrix_subj,number,customers,banker,disguised,himself,The customers that the banker hated disguised himself . <eos>,The customers that the banker hated disguised himself .
40,hated,embed,local,1,a,rc_subj,number,mechanic,customers,disguised,himself,The mechanic that the customers hated disguised himself . <eos>,The mechanic that the customers hated disguised himself .
