item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
5,hated,embed,local,1,c,matrix_subj,number,banker,authors,disguised,themselves,The banker that the authors hated disguised themselves . <eos>,The banker that the authors hated disguised themselves .
5,hated,embed,local,1,d,matrix_subj,number,author,bankers,disguised,themselves,The author that the bankers hated disguised themselves . <eos>,The author that the bankers hated disguised themselves .
6,hated,embed,local,1,a,none,none,mechanics,authors,hated,themselves,The mechanics that the authors hated hated themselves . <eos>,The mechanics that the authors hated hated themselves .
6,hated,embed,local,1,b,none,none,authors,mechanics,hated,themselves,The authors that the mechanics hated hated themselves . <eos>,The authors that the mechanics hated hated themselves .
6,hated,embed,local,1,c,none,none,bankers,authors,hated,themselves,The bankers that the authors hated hated themselves . <eos>,The bankers that the authors hated hated themselves .
6,hated,embed,local,1,d,none,none,authors,bankers,hated,themselves,The authors that the bankers hated hated themselves . <eos>,The authors that the bankers hated hated themselves .
6,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,author,hated,themselves,The mechanics that the author hated hated themselves . <eos>,The mechanics that the author hated hated themselves .
6,hated,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,hated,themselves,The authors that the mechanic hated hated themselves . <eos>,The authors that the mechanic hated hated themselves .
6,hated,embed,nonlocal,0,c,rc_subj,number,bankers,author,hated,themselves,The bankers that the author hated hated themselves . <eos>,The bankers that the author hated hated themselves .
6,hated,embed,nonlocal,0,d,rc_subj,number,authors,banker,hated,themselves,The authors that the banker hated hated themselves . <eos>,The authors that the banker hated hated themselves .
6,hated,embed,local,1,a,matrix_subj,number,mechanic,authors,hated,themselves,The mechanic that the authors hated hated themselves . <eos>,The mechanic that the authors hated hated themselves .
6,hated,embed,local,1,b,matrix_subj,number,author,mechanics,hated,themselves,The author that the mechanics hated hated themselves . <eos>,The author that the mechanics hated hated themselves .
6,hated,embed,local,1,c,matrix_subj,number,banker,authors,hated,themselves,The banker that the authors hated hated themselves . <eos>,The banker that the authors hated hated themselves .
6,hated,embed,local,1,d,matrix_subj,number,author,bankers,hated,themselves,The author that the bankers hated hated themselves . <eos>,The author that the bankers hated hated themselves .
7,hated,embed,local,1,a,none,none,mechanics,authors,doubted,themselves,The mechanics that the authors hated doubted themselves . <eos>,The mechanics that the authors hated doubted themselves .
7,hated,embed,local,1,b,none,none,authors,mechanics,doubted,themselves,The authors that the mechanics hated doubted themselves . <eos>,The authors that the mechanics hated doubted themselves .
7,hated,embed,local,1,c,none,none,bankers,authors,doubted,themselves,The bankers that the authors hated doubted themselves . <eos>,The bankers that the authors hated doubted themselves .
7,hated,embed,local,1,d,none,none,authors,bankers,doubted,themselves,The authors that the bankers hated doubted themselves . <eos>,The authors that the bankers hated doubted themselves .
7,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,author,doubted,themselves,The mechanics that the author hated doubted themselves . <eos>,The mechanics that the author hated doubted themselves .
7,hated,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,doubted,themselves,The authors that the mechanic hated doubted themselves . <eos>,The authors that the mechanic hated doubted themselves .
7,hated,embed,nonlocal,0,c,rc_subj,number,bankers,author,doubted,themselves,The bankers that the author hated doubted themselves . <eos>,The bankers that the author hated doubted themselves .
7,hated,embed,nonlocal,0,d,rc_subj,number,authors,banker,doubted,themselves,The authors that the banker hated doubted themselves . <eos>,The authors that the banker hated doubted themselves .
7,hated,embed,local,1,a,matrix_subj,number,mechanic,authors,doubted,themselves,The mechanic that the authors hated doubted themselves . <eos>,The mechanic that the authors hated doubted themselves .
7,hated,embed,local,1,b,matrix_subj,number,author,mechanics,doubted,themselves,The author that the mechanics hated doubted themselves . <eos>,The author that the mechanics hated doubted themselves .
7,hated,embed,local,1,c,matrix_subj,number,banker,authors,doubted,themselves,The banker that the authors hated doubted themselves . <eos>,The banker that the authors hated doubted themselves .
7,hated,embed,local,1,d,matrix_subj,number,author,bankers,doubted,themselves,The author that the bankers hated doubted themselves . <eos>,The author that the bankers hated doubted themselves .
8,hated,embed,local,1,a,none,none,mechanics,pilots,hurt,themselves,The mechanics that the pilots hated hurt themselves . <eos>,The mechanics that the pilots hated hurt themselves .
8,hated,embed,local,1,b,none,none,pilots,mechanics,hurt,themselves,The pilots that the mechanics hated hurt themselves . <eos>,The pilots that the mechanics hated hurt themselves .
8,hated,embed,local,1,c,none,none,bankers,pilots,hurt,themselves,The bankers that the pilots hated hurt themselves . <eos>,The bankers that the pilots hated hurt themselves .
8,hated,embed,local,1,d,none,none,pilots,bankers,hurt,themselves,The pilots that the bankers hated hurt themselves . <eos>,The pilots that the bankers hated hurt themselves .
8,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,hurt,themselves,The mechanics that the pilot hated hurt themselves . <eos>,The mechanics that the pilot hated hurt themselves .
8,hated,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,hurt,themselves,The pilots that the mechanic hated hurt themselves . <eos>,The pilots that the mechanic hated hurt themselves .
8,hated,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,hurt,themselves,The bankers that the pilot hated hurt themselves . <eos>,The bankers that the pilot hated hurt themselves .
8,hated,embed,nonlocal,0,d,rc_subj,number,pilots,banker,hurt,themselves,The pilots that the banker hated hurt themselves . <eos>,The pilots that the banker hated hurt themselves .
8,hated,embed,local,1,a,matrix_subj,number,mechanic,pilots,hurt,themselves,The mechanic that the pilots hated hurt themselves . <eos>,The mechanic that the pilots hated hurt themselves .
8,hated,embed,local,1,b,matrix_subj,number,pilot,mechanics,hurt,themselves,The pilot that the mechanics hated hurt themselves . <eos>,The pilot that the mechanics hated hurt themselves .
8,hated,embed,local,1,c,matrix_subj,number,banker,pilots,hurt,themselves,The banker that the pilots hated hurt themselves . <eos>,The banker that the pilots hated hurt themselves .
8,hated,embed,local,1,d,matrix_subj,number,pilot,bankers,hurt,themselves,The pilot that the bankers hated hurt themselves . <eos>,The pilot that the bankers hated hurt themselves .
9,hated,embed,local,1,a,none,none,mechanics,pilots,injured,themselves,The mechanics that the pilots hated injured themselves . <eos>,The mechanics that the pilots hated injured themselves .
9,hated,embed,local,1,b,none,none,pilots,mechanics,injured,themselves,The pilots that the mechanics hated injured themselves . <eos>,The pilots that the mechanics hated injured themselves .
9,hated,embed,local,1,c,none,none,bankers,pilots,injured,themselves,The bankers that the pilots hated injured themselves . <eos>,The bankers that the pilots hated injured themselves .
9,hated,embed,local,1,d,none,none,pilots,bankers,injured,themselves,The pilots that the bankers hated injured themselves . <eos>,The pilots that the bankers hated injured themselves .
9,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,injured,themselves,The mechanics that the pilot hated injured themselves . <eos>,The mechanics that the pilot hated injured themselves .
9,hated,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,injured,themselves,The pilots that the mechanic hated injured themselves . <eos>,The pilots that the mechanic hated injured themselves .
9,hated,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,injured,themselves,The bankers that the pilot hated injured themselves . <eos>,The bankers that the pilot hated injured themselves .
9,hated,embed,nonlocal,0,d,rc_subj,number,pilots,banker,injured,themselves,The pilots that the banker hated injured themselves . <eos>,The pilots that the banker hated injured themselves .
9,hated,embed,local,1,a,matrix_subj,number,mechanic,pilots,injured,themselves,The mechanic that the pilots hated injured themselves . <eos>,The mechanic that the pilots hated injured themselves .
9,hated,embed,local,1,b,matrix_subj,number,pilot,mechanics,injured,themselves,The pilot that the mechanics hated injured themselves . <eos>,The pilot that the mechanics hated injured themselves .
9,hated,embed,local,1,c,matrix_subj,number,banker,pilots,injured,themselves,The banker that the pilots hated injured themselves . <eos>,The banker that the pilots hated injured themselves .
9,hated,embed,local,1,d,matrix_subj,number,pilot,bankers,injured,themselves,The pilot that the bankers hated injured themselves . <eos>,The pilot that the bankers hated injured themselves .
10,hated,embed,local,1,a,none,none,mechanics,pilots,congratulated,themselves,The mechanics that the pilots hated congratulated themselves . <eos>,The mechanics that the pilots hated congratulated themselves .
